atmosphere,city,cleanliness,country,description,distance,facilities,free,kind,location,name,price,rating,rating_cat,reviews,security,staff,value_for_money
8.6,Hue,9.2,Vietnam,"Perfectly located in the heart of Hue city, the Why Not? Hostel is close-ish to the citadel and others main tourist attractions, so lots of bars, cafes, art galleries, shopping district, entertainment centers around as well as weekend walking streets. You can navigate most places on foot without getting lost, although bicycles and bikes are available in minutes. In order to ensure that you will have a pleasant stay, we have comfortable private rooms, dorm beds and lots of travelers coming in and out of the hostel, so making friends can be easy. There are two common area to hang out, including a house country western - themed restaurant at ground floor that includes a full bar and pool table. Our common area is a great place to connect with you new friends. It’s large enough to accommodate all our guests. We feature daily happy hours every day for food and drink deals. We would like to highlight some useful details for guests who stay at our hostel. You are provided with: - Free Wifi - Free towel - Free water refills - Personal lockers with each bed - Luggage storage - Personal power outlet and light - 24 hour reception - Discount 10% your bill at Why Not? Bar or Jalapeño Restaurant (cannot be combined with any other special offers) - Private bathroom - Laundy service - Tour booking and more Whatever your needs are, we can accommodate. With our exclusive offers, we'll inspire everything from successful business travels to memorable family vacations. Please do not hesitate to contact us regarding any additional requests. We wish you an unforgettable stay in Hue and throughout your travels in Vietnam!  View House Rules  ",1.2,8.9,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Air Conditioning, Bicycle Parking, Cable TV, Card Phones, Ceiling Fan, Cooker, Dishwasher, Fridge/Freezer, Hair Dryers, Hot Showers, Hot Tub, Iron / Ironing Board, Microwave, Parking, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Postal Service, Reception (limited hours), Tours/Travel Desk, Towels for hire, Wake-up calls, Bar, Cafe, Meals Available, Restaurant, Nightclub, Pool Table",Hostel,9.8,Why Not Hostel,US$5.33,9.2,Superb,1067,8.9,9.7,9.5
10.0,Hue,10.0,Vietnam,"Hue Diep's Homestay is a very quiet place with private room but (**No Bunk Bed*) that is suitable for every one who are looking for a place to relax, to have a good sleep after a long trip. Every single room has a fan and air-conditioned, hot shower,cleaned daily, safebox and locker provided. Especially, Private room has flat-screen TV, minibar and air-conditioner and some rooms have balconies. The shared living area with cable TV and kitchen which useful for anybody who like cooking. We even set up hammocks and table with bookself that you can lie down and relax. We also assist with booking tours to Hoi An, Phong Nha by car or Easy rider, Hue city tour, cooking classes, and motorbike/taxi/private car/bus/train... We offer: -Free breakfast -Free refill water all days -Free wifi -Free parking lot -Free map -Free tour/bus information -Free towel - Free take a shower after check out - Airport /train station pick up $17/way *** And Much Much More... Property Policies： Cancellation policy: 1 day before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 16:00 to 00:00 . Check out from 11:00 to 12:00 . Payment upon arrival by cash, credit cards. Taxes included. Breakfast included.  View House Rules  ",0.6,10.0,"Free Breakfast, Air Conditioning, Hair Dryers, 24 Hour Security, Internet Access, Reception (limited hours), Wi-Fi",Bed and Breakfast,10.0,Hue Diep's Homestay,US$8.00,10.0,Superb,2,10.0,10.0,10.0
9.3,Hue,8.3,Vietnam,* free breakfast * free welcome drink * free coffee or tea during your stay * quiet location * nice house * Amazing family dinner free for 2 nights stay * free pick up at the bus or train station Kim's homestay has 10 rooms included private room and dorm with private bathroom and facilities. Sharing the kitchen and cooking together with Kim Offer tour information Motobike rental and Easy Rider   through Viet Nam ***Property Policies & Conditions: 1. Cancellation policy: 1 day before arrival. 2. Check in from 14:00 to 22:00. 3. Check out before 11:00 am. 4. Payment upon arrival by cash only. 5. Reception working 24 hours. 6. No age restriction. 7. Taxes included. 8. Breakfast included. 9. No pets. 10. No curfew. 11. No smoking in room. There is a separate smoking area.  View House Rules  ,1.9,8.8,"Free Breakfast, Free WiFi, 24 Hour Reception, Meals Available",Bed and Breakfast,9.3,Kims Homestay,US$3.00,9.0,Superb,57,9.3,9.3,9.0
8.7,Hue,10.0,Vietnam,"Amy Homestay located in the heart of hue on Ben Nghe street, with close many places serving the need of sightseeing and entertainment for all the guest such as Truong Tien Bridge, Perfume( Huong) river, Hue citadel, supermarket, amusement- shopping center… Besides, Amy homestay have modern style, the rooms are tastefully furnished, with balconies to help you watch the natural surroundings. With its professional staff, friendly smiles and hospitality to bring you the most comfortable feeling and unforgettable moments for yourself and your loved staying here. ***Property Policies & Conditions: 1. Cancellation policy: At least 2 days advance notice for free cancellation. 2. Check in from 14:00 to 23:00. 3. Check out before 11:00 noon. 4. Payment upon arrival by cash and Card, but extra Charge for credit card service fee. 5. NO smoking in Room, but have smoking area. 6. Reception working 24 hours.  View House Rules  ",1.1,10.0,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Cable TV, Hair Dryers, Hot Showers, Parking, 24 Hour Reception, Bicycle Hire, Currency Exchange, Express check-in / out, Housekeeping, Laundry Facilities, Tours/Travel Desk, Wake-up calls, Cafe, Wi-Fi",Hostel,9.3,Hue Amy Homestay,US$6.15,9.6,Superb,51,9.3,10.0,10.0
8.1,Hue,9.3,Vietnam,"Welcome to Forever Young Hostel, a newly built hostel run by a (forever) young traveler. Our property offers accommodations, a tour desk, scooter rental and laundry service. What makes us stand out from other hostels? 1. Top-notch cleanliness: The building was recently constructed so cleanliness should be something very obvious. However, we still try to maintain the tidiness every day to make it as new as the first days. 2. Excellent hospitality: Our friendly staff, with unlimited smiles, are willing to help you on everything. 3. Functional rooms: Unlike other hostels in Hue which were converted from residential houses, our building was designed and constructed for hostel purpose. We have common area for socializing, a friendly-looking front desk, a book corner to kill time, spacious dorms with huge beds, and cozy private rooms with en-suite bathroom. 4. Large outdoor areas: Forget about all the cramped buildings in the city center and stay with us to soak up fresh air and authentic local atmosphere. Our hostel is also ideal for those with their own vehicles as there is a generous parking space. 5. Good value for money with a lot of freebies: At an incredibly cheap price, you get more than just a bed: free breakfast, free towel, free wifi, free hot shower, free water refill and free use of kitchen facilities. 6. 'Cherry-on-top' features: We offer fast laundry service which can be in done less than 18 hours; the shared bathrooms are roomy and sufficient so almost nobody has to wait; the showers have amazing water pressure; especially, there is a lovely cat for pet lovers! Come and stay with us and share your stories!  View House Rules  ",2.6,9.6,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Linen Included, Towels Included, Air Conditioning, Bicycle Parking, Common Room, Fridge/Freezer, Hair Dryers, Hot Showers, Outdoor Terrace, Parking, Reading Light, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Airport Transfers, Housekeeping, Internet Access, Luggage Storage, Tours/Travel Desk, Bar, Cafe, Meals Available, Board Games, Wi-Fi",Hostel,7.4,Forever Young Hostel,US$6.00,9.0,Superb,116,9.6,9.7,9.5
8.5,Hue,9.7,Vietnam,"Charming Riverside Hotel is located in the city centre of Hue for one to experience the idyllic and quaint beauty of Hue. From the hotel, it is a 10-minute walk to the Imperial City, a UNESCO World Heritage Site, Perfume River, the lifeline of Hue, and Dong Ba Market, a symbol of Vietnamese culture. Our street has many cheap  local restaurants and is only 5 minutes walk from the popular bars and restaurants on Chu Van An street or Phạm Ngu Lao street, by the poetic Huong Riverside. Charming Riverside Hotel seems to be peaceful destination for the guests to see picturesque view of the Perfume River. The well-decorated rooms come with satellite televisions, air conditioners, hot and cold showers, reading tables and desks, coffee machines, tea and coffee bags, flowers. If you arrive at Charming Riverside hotel  before 2pm check-in and  if your room is available, you may check-in early. We also offer: - Free welcome drink . - Free tour informations. - Free Wifi - Free guest computer - Transfer & Pick up at Hue or Da Nang airport by private car - Transfer & Pick up at Hoi An or Da Nang  by private car - Transfer & Pick up at Dong Hoi or Phong Nha by private car - Tour booking service . - Motobike tour to Hoi An / DMZ / Phong Nha ( easy rider ) - Motorbike tours to the Abandoned Waterpark and around Hue city - Bicycle and motorbike rental - 24hr reception/security - Laundry service You will feel home when you step into our hotel - served by the friendly, courteous and enthusiastic people of Hue. Stay at our hotel. Let us serve you. Your happiness is our reward.  View House Rules  ",1.8,8.3,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Bicycle Parking, Book Exchange, Cable TV, Card Phones, Dryer, Fridge/Freezer, Hair Dryers, Hair Dryers For Hire, Hot Showers, Iron / Ironing Board, Parking, Safe Deposit Box, 24 Hour Security, Airport Transfers, Bicycle Hire, Business Centre, Currency Exchange, Direct Dial Telephone, Housekeeping, Internet Access, Internet café, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Room service (limited hours), Shuttle Bus, Tours/Travel Desk, Wake-up calls, Café, Meals Available, Minibar, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hotel,8.9,Charming Riverside Hotel,US$7.50,9.1,Superb,285,9.4,9.7,9.4
8.8,Hue,9.6,Vietnam,"Sahi Homestay is a eco-focused hostel with dorm-style living where travelers can experience the connection between nature and themselves during their backpacking or holiday trip in Hue city, Vietnam. -Free Wifi -Free Towel -Free Swimming Pool Access -Free Hot Water Shower -Free A/C Bedroom -Free Unlimited Drinking Water (Refillable by Reverse-Osmosis Filter) For your convenience, each bed has privacy curtain, personal power outlet and light. Most days, we have meditation/yoga in the morning if you are interested to join.   We can advise and book local tours and we have motorbike for rent to do your own exploration.  We also have connections in the city for special kind of spiritual and mindful tour, including environmental consciousness and development.  Sahi exclusively serves delicious & vegetarian meal to our guest. As an alternative to alcohol, we have fresh fruit smoothies, coffee and tea available. Tucked down an inconspicuous alleyway, 10 minutes by motorbike from the old city, lies one of Hue’s most aesthetically fascinating homestays.  Sahi Homestay was built to meet the owner’s dream of creating a retreat where guests can relax, meditate or do yoga. It stands harmoniously amongst nature and its neighbors; complementing the alleyway‘s blend of nature and community.  View House Rules  ",2.5,9.6,"Free City Maps, Free Internet Access, Free Parking, Free WiFi, Air Conditioning, Bicycle Parking, Breakfast Not Included, Common Room, Dryer, Hair Dryers, Hot Showers, Microwave, Outdoor Swimming Pool, Outdoor Terrace, Self-Catering Facilities, Washing Machine, Airport Transfers, Bicycle Hire, Reception (limited hours), Cafe",Hostel,8.4,Sahi Homestay Retreat,US$16.27,9.0,Superb,5,8.8,8.8,9.2
8.8,Hue,9.4,Vietnam,"Credit cards  accepted Free breakfast from 7.30 AM to 9.30 Am Free towel. Free city map Welcome with friut and tea (7 Am to 7Pm) Free tea and coffee  ( 7Am to 7pm ) We will help you go to the Abandoned Waterpark with cheapest tranfer. When you arrival Hue early please come direct to My homestay. If we have room available you can check in, if not please wait at My homestay, we have bathroom for you change your clothes or shower for free. Hue Happy homestay is located in the alley way very quiet, in the center of Hue city where is only 10 minutes walking to the famous Dong Ba Market, 15 minutes to the well-known Imperial Citadel. There are a lot of restaurants, bars or shopping nearby to provide you a convenient stay. here are total 5 beautiful rooms with private and Dome room very nice view with  balcony and large windows. The rooms are very clean and comfortable with satellite TV, Air-conditioner, mini bar, hot water, internet ADSL, international call, WiFi free fast connect, parking free. The hostel also provides travel facilities such as City tour, DMZ tour, Dragon boat trip on Huong river, National Bach Ma Garden & Daily bus from Hue to Da Nang, Hoi An, Nha Trang, Ho Chi Minh, Ha Noi, Laos & Motorbike, bicycle rental  View House Rules  ",1.4,9.0,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Cable TV, Card Phones, Hair Dryers, Hot Showers, Key Card Access, Parking, Reading Light, Safe Deposit Box, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Meals Available, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.9,Hue Happy Homestay,US$4.50,9.4,Superb,1985,9.5,9.7,9.6
8.4,Hue,9.3,Vietnam,"IBIZA GUEST HOUSE is located in the heart of Hue City with a cool and quiet atmosphere. Guests can walk to the poetic Huong riverside and the Trang Tien bridge in a few minutes. Within a radius of some hundreds of meters round the hotel are banks, post office, stadium, Eurasian restaurant, shops, trade center and leisure center. The hotel provides different sizes of room,dormitory room, Single Room, Double Room, Triple Room. No matter you are a solo traveler or a family tour, you will have suitable accommodation. Facilities: - 24-hour front desk / 24-hour security / Free ADSL & Wireless internet access with free wifi in all rooms / Free WI-FI in lobby - Belongings kept for free at the hotel / Luggage storage / Tour and travel desk / Car, motorbike, and bicycle rental - Concierge / Doctor and nurse (on-call) / Fax and internet phone call / Foreign Currency and travelers’ check exchange, credit card payments - Hotel safe / Laundry, dry cleaning, and ironing / Roll away beds  View House Rules  ",1.4,8.2,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Cable TV, Card Phones, Ceiling Fan, Dishwasher, Fridge/Freezer, Hair Dryers, Hot Showers, Hot Tub, Iron / Ironing Board, Linen Not Included, Parking, Reading Light, Safe Deposit Box, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Laundry Facilities, Luggage Storage, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Wake-up calls, Cafe, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.3,IBIZA Guest House,US$4.00,9.1,Superb,356,9.3,9.5,9.3
8.3,Hue,8.8,Vietnam,"Amy 2 hostel Hue with modern style will be a good choice for your staying in Hue city. Located right in the heart of tourist center, from here you can easy to approach to almost the  famous sight - seeing spots, crowded bar, very good restaurant, so on... For your comfortable staying, we serve many services right in the hostel like restaurant, bar, tour information, laundry service, bike rental... With the most young, active and friendly staffs, we are willing to serve you. All of our rooms are supplied the air-conditioning, hot shower, toilet amenities, towels, hair - drier...  View House Rules  ",1.5,8.4,"Free City Maps, Free Internet Access, Free Parking, Free WiFi, Linen Included, Towels Included, Air Conditioning, Bicycle Parking, Ceiling Fan, Hair Dryers, Hot Showers, Security Lockers, 24 Hour Reception, Bicycle Hire, Currency Exchange, Housekeeping, Luggage Storage, Tours/Travel Desk, Bar, Cafe, Restaurant",Hostel,9.8,Amy 2 Hostel Hue,US$3.64,9.1,Superb,271,9.3,9.8,9.6
8.6,Hue,8.3,Vietnam,"Located in the heart of the City, NewLife Homestay is confident to be the best hostel with professional and knowledgeable team. No need to take your time searching for information of sightseeing, let us make plan for your days. We offer different kinds of tours such as: Hue City Tour, Bus tour to DMZ, Phong Nha or Paradise Cave, Bus Tour to Bach Ma, Bus to Hoi An or Da Nang… Besides that, Son, the owner, and his team are professional easy riders for the trails between Hue and Hoi An or Da Nang. Do not hesitate to experience and explore the beautiful road along the coach between Hue & Da Nang Are you looking for unique spot?  New Life is a converted home something out of a Miami Vice spin off. Just some of the benefits of staying here: •Sun terrace and rooftop deck which is an ideal location for sipping beers and enjoying the relaxation after long days •Private traditional dinner with the owner for a group up to 2 people and this is a good chance to understand more about the Vietnamese culture •       Free a bottle of beer per person for a stay up to 2 nights •       Quiet alley next to main bars/restaurants •Flat screen TV’s in Private rooms •Wifi •Secure parking for your scooter or motorbike •Bicycle hire •Ex-motorcycle tour guide turned hostel owner can help you plan any sort of adventure and find all the hidden sights. Free 1 Beer  View House Rules  ",1.4,8.6,"Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, BBQ, Bicycle Parking, Book Exchange, Cable TV, Card Phones, Ceiling Fan, Cooker, Fridge/Freezer, Hair Dryers, Hot Showers, Hot Tub, Microwave, Outdoor Terrace, Parking, Reading Light, Security Lockers, Self-Catering Facilities, 24 Hour Security, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Bar, Cafe, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.5,New Life Homestay,US$5.78,9.0,Superb,334,8.9,9.8,9.3
7.9,Hue,8.7,Vietnam,"Dreamers is a homestay located in the heart of Hue city, right on walking street Vo Thi Sau, very close to famous Truong Tien Bridge, Huong River. Besides the cleanliness - safe - friendly smile, all rooms have big windows, wide balcony, so that we can feel the daylight and fresh air. We aslo offer: -FREE  Breakfast from 7am -9.30am .(if you have any Tours or check out earlier , we will make Breakfast  for  you  before you leave ) -FREE  Coffe and Tea from 7am – 10am -FREE City map / FREE TOUR INFORMATION. -FREE Towel -       FREE BEER WHEN CHECK IN (1pax / 1 bottle.) -Specially, we will help you guys to go the ‘’ ABANDONED   WATER  PARK  ‘’ with cheapest transfer . -You can check in earlier if the room available -FREE  shower for guests who have checked out. -We aslo provides travel facilities such as : CITY TOUR /BOAT TOUR, DMZ TOUR, BACH MA NATIONAL PARK TOUR,PHONG NHA CAVE TOUR, PARADISE CAVE TOUR , DARK CAVE.... -      TOP GEAR TOUR HAI VAN PASS ( hue easyrider ) MOTORBIKE/BICYCLE  RERTAL IN THE CITY. MOTORBIKE RERTAL 1 WAY HUE TO DA NANG OR HOI AN DAILY BUS : from Hue to “Da Nang, Hoi an ,Nha trang , Mũi Né , Đà lạt , Sài Gòn , Phong Nha,Ninh Binh,Hà  Nội ,Ha Long Bay,Cat Ba Island ,Laos ... ‘’HAPPINESS IS ONLY REAL WHEN SHARED ‘’ – so, we look forward to showing you an unforgettable stay in Hue and throughout your travels in Vietnam.   Please come in with us .  View House Rules  ",1.4,8.5,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, BBQ, Bicycle Parking, Card Phones, Hair Dryers, Hot Showers, Iron / Ironing Board, Reading Light, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Housekeeping, Laundry Facilities, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Cafe, Wi-Fi",Hostel,9.6,The Dreamers,US$4.75,8.9,Fabulous,464,9.0,9.4,9.2
8.5,Hue,7.6,Vietnam,"Situated on Hue's main walking street, our hostel is perfectly located to explore the many sights that the city has to offer. Vietnam Backpackers Hostels - Hue is housed in a beautiful, colonial building with sweeping verandas perfect for kicking back with an ice cold beer. Our awesome downstairs Sports Bar has killer events, DAILY happy hours, and is the perfect spot to meet some new mates and head out to explore the historic Imperial City. We also offer: -       FREE WIFI -       FREE water refills -Countless Day trips including our legendary Hue Motorbike Tour finishing at the abandoned water park -Dragon Boat Trips -       Ziplining -       Cooking Classes -24 Hour Reception & security -Airport Pick Ups -Visa Invitation Letters and more Our travel desk in Hue offers a huge range of tours and experiences in the surrounding area and is happy to help plan any onward travel both north and south from the midpoint of the country. Feel free to speak to them about anything from local daily recommendations to full country itinerary planning, including a visit to our hostels in Hanoi and Hoi An; an escape to paradise at our resort, Ninhvana; a visit to our newest Backpacker Village in Mui Ne, and a stay in our lively Saigon hostel; rural countryside adventures in the North AND of course, the infamous Castaways Island trip in Ha Long Bay! We look forward to showing you an unforgettable stay in Hue and throughout your travels in Vietnam! The VBH Crew  View House Rules  ",1.2,7.6,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Air Conditioning, Bicycle Parking, Ceiling Fan, Common Room, Hair Dryers For Hire, Hot Showers, Outdoor Terrace, Reading Light, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Internet Access, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Restaurant",Hostel,9.3,Hue Vietnam Backpacker Hostels,US$6.17,8.3,Fabulous,2044,8.5,8.7,8.3
8.8,Hue,9.7,Vietnam,"The Dreamers House is  the second base of Dreamershomestay , we upgraded the room as a hotel with full facilities, its located in the city center of Hue for one to experience the idyllic and quaint beauty of Hue. From Dreamershouse, it is a 12-minute walk Truong Tien bridge, Perfume River, the lifeline of Hue, and Dong Ba Market, a symbol of Vietnamese culture. Our street has many cheap local restaurants and shops. We also offer: -Free Breakfast from 7 am -9.30 am. (if you have any Tours or check out earlier, we will make Breakfast for you before you leave ) -Free Coffee and Tea from 7 am – 4 pm -Free City map -Free Towel -Specially, we will help you guys to go the ‘’Abandoned water park ‘’ with the cheapest transfer. -You can check-in earlier if the room available -Free shower for guests who have checked out. -We also provide travel facilities such as ‘’ City tour, Dmz tour, Bạch mã National park, Dragon boat trip .... and daily bus: from Hue to “ Hoi an, Nha Trang, Mũi Né, Đà lạt, Sài Gòn, Hà Nội, Laos .....’’ -For rental Motorbike and bicycle in Hue city / Rental Motobike go to Hoi An One Way. ‘’Happiness is only real when shared ‘’ – so, we look forward to showing you an unforgettable stay in Hue and throughout your travels in Vietnam. Please come in with us. Terms & Conditions Cancellation policy: 2 days before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 12:00 to 13:00 . Check out from 08:00 to 11:30 . 24 hours reception. Taxes included. Breakfast included. No curfew. Child friendly only if with the guardian checking in to private rooms. Non smoking except for specific areas.  View House Rules  ",1.7,9.2,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Book Exchange, Fridge/Freezer, Hair Dryers, Hot Showers, Iron / Ironing Board, Microwave, Outdoor Terrace, Parking, Reading Light, Safe Deposit Box, Washing Machine, 24 Hour Reception, Bicycle Hire, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Laundry Facilities, Postal Service, Shuttle Bus, Tours/Travel Desk, Wake-up calls, Cafe, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.2,The Dreamers House,US$4.50,9.4,Superb,33,9.5,9.9,9.6
8.1,Hue,8.3,Vietnam,"Right in the heart of Hue city, Hue Melody Hostel is close to delicious street food and happening nightlife, only 200m from Huong river, 1,5km from Citadel. Our Hostel offers both dorm and private rooms, all room with hot shower and air-conditioning. Our restaurant serves up  local Vietnamese specialties food and daily happy hours! - Welcome with fruit and juice - Free breakfast: from 7:30 am until 10:00 am - Happy hours: Free first beer from 6pm until 9pm - 24 hour reception make sure you can check in late time - Free towel - Personal lockers with each bed - Luggage Storage - The hostel also provides Lunch and dinner service by Vietnamese food the cost is 80.000vnd/person (at least 2 people order and two hour before) We also have Tour booking desk if you need any information about the tour program you can contact with us before you check in by email or What`app. NOTE: WE DON`T HAVE ANY STAFF WORKING OUTSIDE HOSTEL. WHEN YOU GET OFF THE BUS OR TRAIN STATION PLEASE DON`T BELIEVE ANY MOTORBIKE DRIVE. THE BEST WAY YOU CAN WALK OR TAKE A TAXI TO MY HOSTEL (MAI LINH TAXI IS RECOMMENDED)  View House Rules  ",1.3,8.1,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Cable TV, Common Room, Cooker, Fridge/Freezer, Hair Dryers, Hot Showers, Meeting Rooms, Parking, Reading Light, Safe Deposit Box, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Late check-out, Luggage Storage, Shuttle Bus, Tours/Travel Desk, Wake-up calls, Bar, Cafe, Meals Available, Restaurant, Wi-Fi",Hostel,9.7,Hue Melody Hostel,US$3.00,8.9,Fabulous,207,9.1,9.6,9.3
8.2,Hue,9.2,Vietnam,"If you arrive at Khe Sanh before 2pm check-in and your bed/room is available, you may check-in early. We also offer: - Free breakfast: from 7.00am until 10.00am - Free Wifi - Free City map - Free Tea all day - Free guest computer - Free Towel - Personal lockers with each bed - Our homestay also provides FAMILY DINNER by Vietnamese food the cost is 60.000vnd/person (at least 2 people order and two hour before) - Tour booking service - Motorbike tours to the Abandoned Waterpark/ Hoi An and more… - Easy rider to Hoi An and more... - Bicycle and Motorbike rental - 24hr Reception/ Security - Laundry service Khe Sanh is a chilled, family run Homestay located in the heart of Hue, a perfect base to explore the city from. Our street has many cheap, local restaurants and is only 3 minutes walk from the popular bars and restaurants on Phạm Ngũ Lão street, by the poetic Huong Riverside. We offer private ensuite rooms as well as spacious dorms with shared facilities, all have powerful air-conditioning. Dorm bed have storage lockers and access to a private balcony. Our rate includes breakfast, and towels can be provided upon request. Sit and enjoy a local beer with us in our common area area, we are happy to answer any questions you have about Hue, or Vietnam in general. Or if you need any information before you check in you can contact wit us via  Email or WhatsApp We look forward to meeting you!  View House Rules  ",1.6,8.8,"Free Breakfast, Free City Maps, Free Internet Access, Free Parking, Free WiFi, Linen Included, Towels Included, Air Conditioning, Bicycle Parking, Book Exchange, Cable TV, Ceiling Fan, Common Room, Fridge/Freezer, Hair Dryers, Hot Showers, Iron / Ironing Board, Outdoor Terrace, Parking, Reading Light, Safe Deposit Box, Security Lockers, Utensils, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Fax Service, Housekeeping, Internet Access, Laundry Facilities, Luggage Storage, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Wake-up calls, Cafe, Tea & Coffee Making Facilities, Board Games, Wi-Fi",Hostel,9.5,Khe Sanh Homestay,US$3.76,9.1,Superb,918,9.3,9.5,9.4
9.7,Hue,9.6,Vietnam,"Loving Home Hue provides accommodations with air conditioning, a flat-screen TV and a private bathroom, reading tables, desks, coffee, tea and flowers. The rooms are very clean and comfortable, and we also free bicycle for go around city. We also offer: - Free welcome drink . - Free tour informations. - Free Wifi - Free guest computer - Free bicycle - Transfer & Pick up at Hue or Da Nang airport by private car - Transfer & Pick up at Hoi An or Da Nang by private car - Transfer & Pick up at Dong Hoi or Phong Nha by private car - Tour booking service . - Motorbike tour to Hoi An / DMZ / Phong Nha ( easy rider ) - Motorbike tours to the Abandoned Waterpark and around Hue city - Bicycle and motorbike rental - 24hr reception/security - Laundry service You will feel home when you step into our hotel - served by the friendly, courteous and enthusiastic people of Hue. Stay at our hotel. Let us serve you. Your happiness is our reward. **Things to note & policies** Free cancellation: 3 days before the arrival Check in from: 14:00 Check out before：12:00 Reception time: 24/24 Payment on arrival: cash and credit card but extra charge for credit card service fee Tax included in room rate Free breakfast included No smoking in room but have smoking area Child friendly Pet friendly  View House Rules  ",1.5,9.6,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Towels Included, Air Conditioning, Bicycle Parking, Cable TV, Hair Dryers, Hot Showers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Late check-out, Luggage Storage, Tours/Travel Desk, Wake-up calls, Café, Meals Available, Restaurant, Wi-Fi",Bed and Breakfast,9.5,Loving Home Hue,US$6.50,9.7,Superb,46,9.8,10.0,9.9
